Budget,Discounted Return mean,Discounted Return std,Return mean,Return std,Episode Length mean,Episode Length std,Discounted Return SE,Return SE,Episode Length SE
8,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
16,0.10731934010982513,0.11312451724443744,0.5,0.5270462766947299,40.0,10.540925533894598,0.035773113369941704,0.16666666666666666,3.333333333333333
32,0.021463868021965028,0.06787471034666247,0.1,0.31622776601683794,48.0,6.324555320336759,0.021463868021965028,0.09999999999999999,2.0
