Budget,Discounted Return mean,Discounted Return std,Return mean,Return std,Episode Length mean,Episode Length std,Discounted Return SE,Return SE,Episode Length SE
8,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
