Budget,Discounted Return mean,Discounted Return std,Return mean,Return std,Episode Length mean,Episode Length std,Discounted Return SE,Return SE,Episode Length SE
8,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
16,0.042927736043930055,0.09049961379554995,0.2,0.4216370213557839,46.0,8.432740427115677,0.028618490695953368,0.13333333333333333,2.666666666666666
32,0.08585547208786011,0.11083893785901931,0.4,0.5163977794943222,42.0,10.327955589886445,0.0350503497068368,0.1632993161855452,3.2659863237109037
