Budget,Discounted Return mean,Discounted Return std,Return mean,Return std,Episode Length mean,Episode Length std,Discounted Return SE,Return SE,Episode Length SE
8,0.10704463869333267,0.19070121878383822,0.22000000000000003,0.39101008796307146,26.49,6.256809623655387,0.06030502039270141,0.12364824660660938,1.9785769296811955
16,0.151179216504097,0.18455915808750567,0.31,0.3784471194529325,25.04,6.05515391124692,0.05836273025996034,0.11967548714010826,1.914807794241732
32,0.151179216504097,0.21251039232243943,0.31,0.43576242252962666,25.04,6.9721987604740265,0.0672016866194868,0.13780017739062925,2.204802838250068
