Budget,Discounted Return mean,Discounted Return std,Return mean,Return std,Episode Length mean,Episode Length std,Discounted Return SE,Return SE,Episode Length SE
8,0.09753497838973998,0.20562178883125362,0.2,0.42163702135578396,26.8,6.7461923416925424,0.06502331892649332,0.13333333333333333,2.1333333333333333
16,0.43890740275382994,0.15421634162344022,0.9,0.31622776601683794,15.6,5.059644256269407,0.04876748919487,0.09999999999999999,1.5999999999999999
32,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
